50 dặm	fifty-mile
địa cực	earth pole
địa điểm	site
địa lý 	geography
địa ngục	hell
địa ốc	real estate
địa phương	local
dịch	translate
đích	landing
đích 	target, destination
địch 	enemy
dịch bệnh	epidemic
đích thực 	true, actual
điếc	deaf
điếm	whore
điềm	omen
điểm	point, score
điểm mốc	benchmark
điểm số	score
điềm tĩnh	calm
điểm yếu	weakness
diễn	to display, perform
điên	mad, crazy
điền	fill
điển	classic reference
điện	power
điên 	mad
điện ảnh	cinematic
điện cực	electrode
điên dại 	crazy and wild
điển hình	typical
điên loạn	mania
diện mạo	appearance
điên máu chiến tranh 	war-mad
diễn ra	take place
điên rồ	mad
điện tâm đồ	electrocardiogram
diễn tập	rehearsal
điện thoại	telephone
điện thoại di động	mobile phone
diện tích	area
điên tiết 	(blood boiling) mad 
điện toán đám mây	cloud
diễn xuất	performance
diệt vong	apocalypse, doom
diều	kite
điếu	a cigarette, smoke pipe; to visit and condole on somebody's death
điều	item of conversation/discussion
điệu	melody; princess-like; to march someone off
điều chắc chắn	certainty
điều chỉnh	tune, adjust
điều đó	that
điều độ	moderate
điều động	mobilize
điều dưỡng	nursing, recuperating
điêu khắc	sculpture
điều khiển	control
điều kiện	conditional, requirement
điêu ngoa 	exaggerating
điều tra	investigate
điều trái lại	contrary
điều trị	treat
dính	to stick
đình	communal house in village; to stop ; to stay; to delay, to put off
đỉnh	peak, summit, apex
định	intend
đỉnh cao nhất	acme
dính chặt vào	adhese, sticks firmly to
đình chỉ	abeyance
định đề	postulate
đỉnh điểm	climax
dinh dưỡng	nutrition
định giá	appraise
đính kèm	attach
dính kết	cohesion
dính liền	cohesive
định luật	general rule/law
định mệnh 	fate
định nghĩa	definition
định ngữ	adjunct
định tâm	intend
dinh thự chính thức	official residence
đinh vít	scew
dịp	occasion
dịu	tender, solf; sweet
dò	probe
dỗ	coax
dơ	dirty
dở	Incapable, bad, unfinished
đo	measure
đó	there
đô	of metropolitan
đố	pour (out, away)
đồ	map, blueprint; thing; object (classifier)
đỗ	to stop and park(car); to pass an examination
đỏ	red
đờ	motionless, lost in thought
đỡ	support, hold up (something), to relieve; of temporary
độ	degree
do 	by, caused by
dọ 	check, measure
đó 	that
đỏ 	red
đỡ 	support
độ 	degree
đố (rác)	dump
độ ẩm	moisture
đồ ăn	tack
dơ bẩn	dirty
đồ bằng đất nung	earthenware
độ C	Celsius
độ cao	altitude
đồ chơi	toy
đồ cố	antique
độ cong	sag
độ cứng	stiffness
dò dẫm	grope
dọ dẫm	grope, feel/figure the way by hand or foot
độ dày	thickness
đỡ đẻ	deliver
do đó	thus, therefore
độ dốc	slope
đố dồn	accrue
đồ dùng	utensils
đồ dùng rồi	second hand
dô ga	yoga
đồ gốm	ceramic
đó là	it is, that is
độ lệch	declination
đố lỗi	blame
đồ lót	underwear
đo mắt	eye measurement
đồ may mặc	garments
đố nát	desolate, crumble
độ nghiêng	lean
đồ ngốc	squarehead
đồ nhân tạo	man made
đồ nội thất	furniture
đô thị	metropolis
đỏ tươi	scarlet
đồ vật	object, stuff
độ 	degree; measure
đọa	to banish; to exile; to damn
đọa đày	damned
đoái	remember with longing
đoàn	legion
đoạn	section, part, portion, passage, paragraph; to cut
đoán 	guess
đoạn 	section, part
đoàn kết	unite
đoạn xướng âm	vocal
doanh trại	barrack
dốc	slope, steep incline
dọc	along the length of
đọc	read(ing), recite
độc	toxic
độc ác	cruel, devilish
độc đáo	unique
độc đoán	dogmatic
dốc đứng	bluff
độc giác ngư	narwhal
độc lập	independent
độc quyền	monopoly
đọc rõ ràng	articulate
độc tài	dictatorial
độc thân	bachelor, bachelorette, single
dọc theo	along side
độc tố	toxin
dốc xuống	downslope
dõi	to follow closely; to pursue
dối	lie
dời	displaced, move
dội	bounce
đói	hungry
đòi	demand
đôi	double, pair
đối	change,exchange
đồi	hill
đời	life 
đội	team
đợi	bide
dội 	bounce
đói 	hungry
đòi 	claim, demand, ask for
đối 	change
đội 	team
đợi 	wait
đội bảo vệ	body guard
đôi bên	reciprocal
đòi bồi thường	claim
đói cào	ravenous
đội chó	team-dogs
đối diện	opposite
đối diện 	face opposite, confront
đội hợp ca	choir
đôi khi	sometimes
đòi lại	reclaim
đối lập	oppose
đối phương	opponent
đối tác	partner
đối thoại 	dialogue, converse
đối thủ	competitor
đội trưởng	captain
đối với	toward
đối xử	treat
dởm	pretentious, fake
đốm	a spot
đờm	phlegm, sputum
đốm 	spot
dồn	cumulative, cram , build up
dọn	move, organize
dợn	ripple, wave motion
đón	welcome, greet
đòn	punishing blow
đồn	rumor
đơn	single unit, individual
đón bà	welcome and take her
đon đả 	warmly and eagerly
dồn dập	deluge
đơn đặt hàng	purchase order
đơn điệu	monotonous
đơn độc	single and alone
đơn giản	plain, simple
dồn lại	accrue
đơn thưa kiện	plaint
đơn thuốc	prescription
đón vợ	welcome and take wife
dong	drive; escort (animal)
dòng	line
đong	measure (grain, corn..)
đóng	close
đông	east; crowded; to freeze
đống	crowd
đồng	copper
đọng	to stagnate, collected under (about water)
động	action
dòng 	line, flowing body (of water)
đống 	pile
động 	movement
đồng bạn	mates, fellow, companion
đóng băng	freeze
đồng bằng	a plain (flat area)
đồng bảng	pound
đồng chí	comrade
đồng cỏ	pasture, prairie
động cơ	motive
đóng cục	curdle
đông dân	populous
động đất	earthquake
đồng đều	uniform
đồng đội	team-mates
đóng gói	pack, wrap
đóng góp	contribute
đồng hồ	clock
đồng hồ đeo tay	wristwatch
đóng kịch	acting (drama)
đồng lõa	complicity
động mạch	artery
đồng minh	ally
đồng nghiệp	colleague
dòng nước chảy xiết	torrent
đồng quy	concurrent
đóng sầm	slam
đồng thau	brass
đồng thau 	brass
động vật	animal
động vật ăn cỏ	herbivore
động vật ăn tạp	omnivore
động vật có vú	mammal
động vật da gai	echinoderm
động vật học	zoology
động vật lưỡng cư	amphibian
đồng xu	coin
đồng ý	consent, agree
đớp	bite
đớp 	bite, chomp, snap
dốt	stupid, lack of learning
đốt	burn
đợt	phase, wave
dột 	leak (water)
đột biến	mutation
đốt cháy	burn, ignite
đột ngột	sudden, abrupt
đột ngột 	sudden
du	to travel
dù	though, eventhough
dụ	lure, entice
dữ	mean, fierce
dự	attend; of planned ( )
đủ	enough, sufficient
dụ 	entice
đu 	swing
dự án	project
dư ảnh	afterimage
dự báo	forecast
dữ dằn	fierce
du đảng	gangster
dự định	destine
dụ dỗ	seduce
dụ dổ	tempt
dự đoán	predict
dữ dội	intense
đủ khả năng	afford
du lịch	travel
du lịch trên tàu	cruise
dữ liệu	data
dự phòng	spare
dù sao đi nữa	nevertheless
dự thảo	draft
du thuyền	yacht
dự tính	contemplate
dự toán	estimate
dữ tợn	ferocious, aggressive
dự trữ	reserve
dưa	melon
dựa	lean 
đua	race
đùa	joke
đũa	chopstick
đưa	send, give
đứa	subordinate pronoun for individual
đùa 	joke
đũa 	chopsticks
dưa chuột	cucumber
dưa hấu	watermelon
đưa lên 	raise up
đua ngựa	horse racing
đưa ra	pose
đưa thư	deliver mail
đứa trẻ	kid
đưa trước	advances
dựa vào	rely
đưa xuống 	bring down
đúc	casting
đục	cloudy(liquid); to chisel
đức	virtue; pronoun of high standing or holy individual
Ðức Giêsu	Jesus
Ðức Giêsu Kitô	Jesus Christ
đức hạnh	virtue
đức tin	faith
đức tính	virtue
dục vọng	lust, hunger for
đui	blind
đùi	lap, thigh
dùi 	hand club, baton
đùm	to wrap; to envelope; a bunch
đun	to heat; to boil; to warm to push; to shove
đun sôi	boil
dung	tolerant
dùng	use
dưng	to offer; to proffer
dụng	use
dừng	stop
dựng	to erect, build up
đúng	right, correct, true
đứng	stand
đừng	do not
dừng 	stop
dựng 	raise to stand up
đứng 	stand
dũng cảm	brave, courageous
đụng chạm	impact
dụng cụ	tool, instrument
dụng cụ 	instrument, tool
đứng đắn	decent
đứng dậy	stand up
dung dịch làm nguội	coolant
đung đưa	swing
đúng giờ	punctual
đúng hẹn	punctual
dựng lên	erect
dùng một lần	disposable
đừng ngại	do not be afraid
đũng quần	crotch
đứng thẳng	erect
đứng thứ ba	third
đúng vậy	indeed
dược	of medicine, pharmacy
đuốc	torch
được	able to/to-be (verb); allow to/to-be (verb)
dưới	under, below
đuôi	tail
đuối	exhausted, very weak
đuôi 	end, tail
đuối 	chase
đuổi bắt	chase
dưới cùng	bottom
dưới đây	below
dưới gió	leeward
đuối theo	chase
đuổi việc	lay off
dưỡng	to nurse, to nourish
dượng	the husband of the direct aunts (also used to address one's stepfather)
đương	in the process of
đường	way, road, (sugar)
đường bao quanh	contour
đường biển	coastline
đường cao tốc	highway
đường cong	curve
đương đại	contemporary
đương đầu	cope, confront
đường hô hấp	respiratory air path
đường kính	diameter
đường lái xe vào nhà	driveways
đường may nối	seam
đường mòn	trail
dường như	seem like, seem
đường phân nước	watershed
đường phố	street
đường ranh giới	baseline
đường sắt	railroad, railway
đường tắt	shortcut
dứt	end
đứt	tear, break 
đứt 	cut off
dứt khoát	distinct
đút lót	bribe
duy nhất	one and only
duy trì	maintain
duyên dáng	delicacy
duyệt	browse
duyệt binh	parade
duyệt trước	preview
ê	hey
ê 	hey
e sợ	afraid, apprehensive
ếch	frog
Ê-cốt	Scotch
em	I/you (younger brother/sister level)
êm	soft, fluffy
em 	title to address a younger person
êm ái	soothing
em bé	baby
em dâu	younger brother/sister in law (wife side)
êm dịu	mellow
em rể	brother in law (husband side)
eo	waist
ép	squeeze
ép 	press, pressured
ép buộc	constrain, compulsory
ga	train station, gas 
gà	chicken
gả	to give in marriage
gã 	that guy (a bit negative connotation)
gà trống	rooster
gác	guard
gác mái	attic
gạch	brick
gạch sống	adobe
gai	thorn
gái	girl
gãi	scratch
gải	terminal
gái điếm	whore
gái già	old maid
gầm	roar
gặm	gnaw
gầm gừ	growl, snarl
gan	liver
gân	tendon
gần	near, close
gắn	connect
gần đây	recent
gần đúng	approximate
gần gũi hơn	closer
gần kề	adjacent
gần như	almost
gắng	to endeavour; to strive
găng tay	gloves
găng tay hở ngón	mitten
ganh	contend, compete
gánh	to shoulder; to bear a responsibility
gánh nặng	burden
gạo	rice
gào 	scream, cry out
gấp	fold
gặp	meet
gấp 	to fold, in a hurry
gấp gáp	hurry
gạt	to push aside; to dupe; to cheat
gặt	to reap, to harvest; to cut
gắt 	intense
gật 	nod
gật đầu	nod
gặt hái	reap
gầu	dandruff
gay	intense
gáy	nape
gây	cause
gãy	fracture
gầy	thin, gaunt
gậy	a stick
gay 	intense
gáy 	to crow
gây 	cause
gây chết người	lethal
gậy chỉ huy	baton
gay gắt 	intense
gây giống	breed
gây khó chịu	bothersome
gậy leo núi	alpenstock
gây nguy hiểm	endanger
gây nhầm lẫn	confuse
gây ô nhiễm	pollute, contaminate
gây tranh cãi	controversial
gây tử vong	fatal
ghé	to drop in
ghê	horrified, scary
ghế	chair
ghẻ	scabies
ghế bành	armchair
ghế dài	bench
ghê sợ	frightful
ghê tởm	abominable, abhor
ghế trống	vacant seat
ghen	jealous
ghen tị	envy
ghen tuông	jealous
ghềnh	water rapid
ghẹo	tease
ghép	hybrid
ghép lại	composite
ghét	hate, loath, detest, hate
ghét cay ghét đắng	abominate
ghi	record
ghi âm	audio record
ghi chép	record
ghi chú	note
ghi nhớ	memorize
ghi nợ	debit
gì	what
gỉ	rust
gia	of family; to increase
giá	price
già	old
giã	to grind; to bray; to crush
giả	dummy, fake
già 	old
giá cả	price
gia cầm	poultry
gia đình	family
giả định	assumption
giá đỡ nến	candlestick
gia hạn	extent
giả mạo	bogus, fraud
gia phả	family tree
gia sư	tutor
gia súc	cattle
gia tộc	family
gia tốc kế	accelerometer
giá trị	value
giá vé máy bay	airfare
gia vị	condiment
giả vờ	pretend
giấc	a deep session of (sleep/dream); classifier
giặc	enemy
giấc 	a session of sleep or dream
giấc mơ	dream
giác quan	sense
giai	boy
giãi	open (one's feeling)
giải	award; prize; to deliver, to conduct under escort; to deliver, to conduct under escort
giai điệu	melody
giai đoạn	phase, period
giải độc	detoxify
giải lao	recesse
giải mã	decode
giải mẵ	decipher
giải ngân	disburse
giải pháp	solution
giải phẫu	anatomy
giải quyết	solve, deal, resolve, settle
giải ráp vũ khí	disarm
giải thích	interpret, explain
giai thoại	anecdotal
giải thưởng	prize, award
giải tỏa mặc cảm	abreact
giải trí	entertain
giẫm	trample
giảm	lower, decrease, reduce
giậm	stamped
giam 	imprison, lock up
giẫm 	trample
giảm bớt	lessen, diminish
giảm dần	downward
giảm đau	reduce pain
Giám đốc	director
giảm giá	discount
giảm giám trị	depreciate
giam giữ	detention, confine, detain
giám hộ	custody
giám mục	bishop
gian	tricky; dishonest; disloyal; a compartment/room
giàn	frame
giận	angry, upset
gian 	criminal
giản dị 	simple
gián điệp	spy
gián đoạn	interrupt
giận dữ	fury, furious
giàn giáo	crane
gian hàng vé	ticket booth
gian lận	fraud
gián tiếp	indirect
gian truân	arduous
giang	river
giảng	preach
giáng cấp	demote
Giáng sinh	Christmas
giành	to claim, struggle to attain
giành 	struggle to get/possess
giành chiến thắng	struggle and achieved victory
giành được	acquire, struggle and achieve
giao	to entrust; to assign; to deliver; to hand over
giáo	lance; spear;  to teach; to educate
giao chiến	belligerent
giao dịch	transact
giáo điều	doctrinaire
giáo dục	educate
giao hàng	delivery
giáo khu	diocese
giáo lý	dogma
giao phó	consign
giáo sư	professor
giáo sỹ	cleric
giao thông	traffic
giao thông vận tải	transportation
giáo viên	teacher
giáp	adjoin
giật	jerk
giặt	washing (laundry)
giật 	snatch, shock(electric)
giật lấy	snatch
giật mạnh	yank, jerk
giật nẩy lên	gasp
giặt ủi	laundry
giàu	rich
giấu	hide, put away
giàu có	wealthy
giày	shoes
giây	second
giấy	paper
giấy chứng nhận	certificate
giày da	leather shoe
giày đi tuyết	snowshoe
giấy phép	permit, license
giây ràng ức	breast-band
giày thể thao	sneakers
giấy ủy nhiệm	credential
giẻ	rag
giẻ lau sàn	rag to clean the floor, mops
giêng	January
giếng	well
giềng	main rope (of a fishing-net)
giếng nước	well
gieo	to sow; to spread; to drop down
giết	kill, slay
giết người	homicide, murder
gìn	to keep; to preserve
gió	wind
giỗ	death anniversary
giỏ	basket
